,raw_text,aspects,sentiments
1309,"When I told the staff that I was displeased and wanted to write a letter to the owner, I was told the owner had no name and that I should just give the letter with no formal greeting (Dear Pick a Bagel Owner) to the cashier and that she would pass it along.","['staff', 'Bagel Owner']","['negative', 'neutral']"
1310,"beside i have to wait long time with my food, waiter service ok but unfriendly.","['food', 'waiter service']","['neutral', 'negative']"
1311,"only drawback is that space is a bit tight at some tables, but all in all a great place to eat that we will be back to many more times!","['space', 'place']","['negative', 'positive']"
1312,"Yet, the place was emptyIts too bad because the food is authentic and price is very reasonable considering the location and the quality (eg.","['food', 'quality']","['positive', 'neutral']"
1313,"Once we'd finished eating, it was another 15 minutes before we saw someone who would bring us the check - and after running my credit card, the waitress had the audacity to write cash only in the tip portion of the receipt!","['check', 'waitress']","['neutral', 'negative']"
1314,"Though it might be a wait and the service might leave a little to be desired, anyone that has ever eaten there agrees that the food is worth it.","['wait', 'service', 'food']","['neutral', 'negative', 'positive']"
1315,We ask the waiter where's the chocolate?,"['waiter', 'chocolate']","['negative', 'neutral']"
1316,"I'd like to think that my brunch was an isolated incident, but just in case it is not, DON'T GET THE STEAK AND EGGS.","['brunch', 'STEAK', 'EGGS']","['neutral', 'negative', 'negative']"
1317,"Again in a group 6 months ago, the service was even worse this time, practically begging for water and other drinks while we waited an age just to get our orders taken.","['service', 'drinks']","['negative', 'neutral']"
1318,"The waitress took forever to take our order, we waited almost an hour for our appetizers, and then she asked us whether she even put the order in -- as if we would even know.","['waitress', 'appetizers']","['negative', 'neutral']"
1319,My french toast was two slices of bread cut in half- the perfect breakfast for a 4 year old.,"['french toast', 'bread', 'breakfast']","['neutral', 'neutral', 'positive']"
1320,the food at this humble bastion of venezuelan home cooking is delicious-AND-authentic (how does this place rate only a 19 in zagat's?,"['food', 'home cooking']","['positive', 'neutral']"
1321,"i went there for dinner on friday night, the waiter had a terrible attitude.","['dinner', 'waiter']","['neutral', 'negative']"
1322,"Food turned out to be descent, but the waitress disappeared from the moment we placed the order untill she came back with the check.","['Food', 'waitress']","['positive', 'negative']"
1323,"But my lunch was very light with a wrap, not tortilla, but something thinner, a rice paper sort of crepe, that had lettuce and spicy cabbage and thin sliced beef.","['lunch', 'wrap', 'lettuce', 'sliced beef']","['negative', 'neutral', 'neutral', 'positive']"
1324,"The all-you-can-eat buffet (available for lunch or dinner from Tuesday through Sunday) features many of the takeout choices plus dishes like stewed beef, supremely tender barbecue ribs and a perfect potato salad.","['dinner', 'takeout choices plus dishes', 'stewed beef', 'potato salad']","['neutral', 'positive', 'neutral', 'positive']"
1325,I think that argentine cuisine can be match more interesting better that the insipid expirience that I had in this overpriced place.,"['argentine cuisine', 'place']","['neutral', 'negative']"
1326,"We had a plate of smoked meats, some stinky cheeses (that's how they were described on the menu), delicious marinated anchovies, and crostini with various vegetable toppings.","['plate of smoked meats', 'menu', 'vegetable toppings']","['neutral', 'neutral', 'positive']"
1327,"We also had the egg platter, vanilla-coconut pancakes, and the Good signature breakfast (little bit of everything).","['egg platter', 'signature breakfast']","['neutral', 'positive']"
1328,"In addition to the two rounds of drinks, the bartender and owner were a hoot.","['drinks', 'owner']","['neutral', 'positive']"
1329,"i always scour citysearch for recommended dishes so here are mine: start with pork and pear appetizer (of asian pear and pork), have eel and cream cheese on top of multigrain rice (but do share it's big portion) and you must try beef with gingseng in stone pot.","['dishes', 'pear appetizer', 'asian pear', 'multigrain rice', 'beef']","['positive', 'neutral', 'neutral', 'neutral', 'positive']"
1330,"At least the entertainment was free, as we were able to witness one customer wooing a waitress, and another being drenched in milk.","['entertainment', 'waitress', 'milk']","['positive', 'negative', 'neutral']"
1331,We weren't even offered a dinner menu and the waitress didn't even notice that we wanted drinks until after I ordered them from the bar myself.,"['dinner menu', 'waitress', 'drinks']","['neutral', 'negative', 'neutral']"
1332,This place is even good for just drinks after work (nice bar) I am going back there as soon as I get a chance.,"['drinks', 'bar', 'chance']","['positive', 'positive', 'neutral']"
1333,"Tuesdays are Wine Lovers nights, where everything on their wine list is half off - it's a great deal.","['Tuesdays', 'wine list']","['neutral', 'positive']"
1334,"My water was filled like eight times, good, fast service.","['water', 'service']","['neutral', 'positive']"
1335,"Meanwhile, our server was dancing and posing by the bar.","['server', 'bar']","['negative', 'neutral']"
1336,"Waited for a table, got disgusting martinis at the bar, and sat down.","['table', 'martinis', 'bar']","['neutral', 'negative', 'neutral']"
1337,"During dinner, we sat drinkless once again, as the server and owner never checked on us.","['dinner', 'owner']","['neutral', 'negative']"
1338,We sat at one of the 2 large tables with benches inside the door instead of at the bar - the only options available at 7:15 when we arrived.,"['tables', 'bar']","['positive', 'neutral']"
1339,"If it was outstanding I could see it as a nice change for lunch, but the peanut butter wasn't any better than one you could buy at any grocery store and the chocolate peanut butter brownie was horrible.","['change', 'lunch']","['positive', 'neutral']"
1340,"As I was paying the bill, the waiter would look over my shoulder to see how much tip I would be giving as where I could almost feel him breathing on my ear.","['bill', 'waiter', 'tip']","['neutral', 'negative', 'negative']"
1341,"I'll second the recommedation for the Purity--which has much faster, better service at half the price and a whole lot more selection.","['Purity', 'price']","['positive', 'neutral']"
1342,"Del Frisco's is pricey and I was seated in a leper locker room area, but the food was totally fantastic.","['locker room area', 'food']","['negative', 'positive']"
1343,"We waited 30 minutes to be seated, 40 minutes for water, bread, menus, 30 more for wine and soft drinks and when the food finally arrived an hour later, it was inedible, burned on top from sitting under a heat lamp.","['water', 'bread', 'menus', 'wine', 'drinks']","['neutral', 'neutral', 'neutral', 'neutral', 'positive']"
1344,"The tea wasn't much good, the menu and the food was pretty much the same as the $5 curry row fare and the waiter need constant prodding.","['tea', 'food', 'curry row fare', 'waiter']","['negative', 'negative', 'neutral', 'negative']"
1345,"This is one of my first dining experiences in NYC when I first moved here 10 years ago, and although Hudson Corner is consistently good, it has gone downhill over the years in both food quality and service!","['dining experiences', 'food quality', 'service']","['neutral', 'negative', 'negative']"
1346,"The wait staff are friendly, but they disappear after they take initial drink and food order.","['wait staff', 'drink', 'food order']","['positive', 'neutral', 'neutral']"
1347,The waitress came back to our table several times to ensure we were well catered for.,"['waitress', 'table']","['positive', 'neutral']"
1348,"The decor there is nothing special, though somehow the service manages to deal with the large crowds in an efficient, friendly manner.","['decor', 'service', 'manner']","['negative', 'positive', 'positive']"
1349,"The mussels, garlic shrimp and jamon serrano are killer, while the creamy queixo cabrales--a regional Spanish blue cheese--makes a fine topper for the dense homemade bread.","['mussels, garlic shrimp', 'jamon serrano', 'Spanish blue cheese', 'homemade bread']","['positive', 'positive', 'positive', 'neutral']"
1350,Hunan Delight has one page in their menu full of Vegetarian dishes.,"['menu', 'Vegetarian dishes']","['neutral', 'positive']"
